Song,Band,Album,Track ID,Popularity,Preview URL,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature
Never Again,Nickelback,Silver Side Up,3K8rbysInYs6bEhMGgm0wh,60,https://p.scdn.co/mp3-preview/e0dbef21b98d8f6bec4f8a5bbdbe0fa68e743c0a?cid=3502c8805da84b25aa0305556012150b,0.592,0.907,7,-3.651,1,0.0541,0.000428,2.09e-05,0.0681,0.919,135.674,audio_features,260827,4
She Hates Me,Puddle Of Mudd,Come Clean,16DhvbuyvJob4Q9GHNYu2n,76,,0.58,0.748,4,-5.433,1,0.0323,0.00935,0.0,0.753,0.584,109.781,audio_features,216760,4
You Know You're Right,Nirvana,Nirvana,5O8L4I2S4izFGDjvP7xAKv,73,,0.289,0.716,5,-6.53,0,0.106,0.0407,0.00123,0.135,0.344,168.049,audio_features,217000,4
When I'm Gone,3 Doors Down,Away From The Sun,0pXYF32YBDiSC6PkQAgBBt,50,,0.529,0.754,7,-5.602,1,0.0285,0.00375,0.0,0.102,0.321,147.955,audio_features,260507,4
Straight Out Of Line,Godsmack,Faceless,0bKZa2zldftYPRrSRscmG2,56,,0.245,0.96,7,-4.719,1,0.175,0.000184,0.00268,0.0718,0.372,184.042,audio_features,259133,1
Somewhere I Belong,Linkin Park,Meteora (Bonus Edition),3fjmSxt0PskST13CSdBUFx,78,https://p.scdn.co/mp3-preview/d31420e7f4ad2284dd8b7e001d005c727dc14b16?cid=3502c8805da84b25aa0305556012150b,0.451,0.951,1,-3.754,1,0.0645,0.00038,2.39e-06,0.261,0.442,162.065,audio_features,213933,4
Like a Stone,Audioslave,Audioslave,3YuaBvuZqcwN3CEAyyoaei,81,https://p.scdn.co/mp3-preview/46d898c23fb28b9f52abf78b794aa500988d2132?cid=3502c8805da84b25aa0305556012150b,0.614,0.568,7,-5.477,0,0.0276,0.00797,0.0,0.0997,0.516,107.849,audio_features,293960,4
Send the Pain Below,Chevelle,Wonder What's Next (Expanded Edition),6dRAAG4sB71NAtVCHJep7s,69,https://p.scdn.co/mp3-preview/8b4cead711d115f4a64019fef77cd34dfeae7ee0?cid=3502c8805da84b25aa0305556012150b,0.468,0.851,11,-3.617,1,0.0398,0.000281,0.00483,0.0644,0.293,92.079,audio_features,252360,4
Headstrong,Trapt,Trapt,1AEYT6VxrxXPMoQUxsY0E4,76,https://p.scdn.co/mp3-preview/c4e0342c41777808ed63d0eed5576b6e34176ab9?cid=3502c8805da84b25aa0305556012150b,0.492,0.896,4,-5.819,0,0.117,0.000172,2.78e-06,0.189,0.534,184.981,audio_features,285570,4
So Far Away,Staind,14 Shades of Grey,6FOpPA0a80RuBqqgDozvja,70,https://p.scdn.co/mp3-preview/fe3395c13b8712e06fc9db5f8c39ff4703cfe460?cid=3502c8805da84b25aa0305556012150b,0.407,0.896,6,-2.935,1,0.063,0.012,0.0,0.196,0.156,138.697,audio_features,243573,3
Weak And Powerless,A Perfect Circle,Thirteenth Step,7gDVjl5fEw2OPAtjbW4LzR,66,,0.483,0.841,1,-7.494,0,0.0523,0.000172,0.861,0.108,0.13,159.747,audio_features,195133,3
Still Frame,Trapt,Trapt,114bGIxUrj6vnZwWEfEdMP,51,https://p.scdn.co/mp3-preview/c2fa787ec90125eb9b2648a2452eed9ed7869cba?cid=3502c8805da84b25aa0305556012150b,0.445,0.932,4,-4.739,1,0.316,0.000866,0.0,0.108,0.51,113.945,audio_features,271093,4
Away From Me,Puddle Of Mudd,Life On Display,3Rd2Uj2YNV2b8ucr3Phz9b,23,,0.386,0.938,8,-2.895,1,0.0986,0.00033,0.0,0.173,0.18,154.667,audio_features,239000,4
Numb,Linkin Park,Meteora,2nLtzopw4rPReszdYBJU6h,89,https://p.scdn.co/mp3-preview/15e1178c9eb7f626ac1112ad8f56eccbec2cd6e5?cid=3502c8805da84b25aa0305556012150b,0.496,0.863,9,-4.153,1,0.0381,0.0046,0.0,0.639,0.243,110.018,audio_features,185587,4
Figured You Out,Nickelback,The Long Road,1Yuim9eHBfG8YUJII28XDF,66,https://p.scdn.co/mp3-preview/5ef63b9e6ddc7c41004c5ce2eb94f2bbc510ab4c?cid=3502c8805da84b25aa0305556012150b,0.544,0.867,10,-5.527,1,0.0517,2.63e-05,0.0165,0.266,0.726,93.925,audio_features,228480,4
Cold Hard Bitch,Jet,Get Born,5u6fnmRO5V0PTl5M2Eekeu,63,https://p.scdn.co/mp3-preview/08a29a2a0757b46b51cf7476e942da0c90b23623?cid=3502c8805da84b25aa0305556012150b,0.458,0.895,2,-3.972,1,0.0681,0.000219,0.000394,0.106,0.357,130.327,audio_features,243200,4
Slither,Velvet Revolver,Contraband,7kF1iPJTj3VFJX9XokQ80F,64,https://p.scdn.co/mp3-preview/4865cdccc99b298b34e1bdaf87138e79a5689a8f?cid=3502c8805da84b25aa0305556012150b,0.478,0.974,7,-3.866,1,0.102,0.000266,0.0984,0.0738,0.268,141.077,audio_features,248307,4
Just Like You,Three Days Grace,Three Days Grace,0CA3RxBx2xSQXPfpmUBK1v,69,https://p.scdn.co/mp3-preview/f7f5db346c981f77cf2d811ee7ee45b771e2288a?cid=3502c8805da84b25aa0305556012150b,0.373,0.737,1,-5.282,1,0.0297,9.4e-06,0.0,0.0696,0.565,177.9,audio_features,186893,4
Breaking the Habit,Linkin Park,Meteora (Bonus Edition),3dxiWIBVJRlqh9xk144rf4,76,https://p.scdn.co/mp3-preview/7971d9c6486cd8812b6de43c89d3be7480ff431e?cid=3502c8805da84b25aa0305556012150b,0.579,0.849,4,-5.218,0,0.0303,0.108,0.0,0.0909,0.581,100.021,audio_features,196907,4
Fall to Pieces,Velvet Revolver,Contraband,2amzrvbxYiq8AxGntIiw5V,63,https://p.scdn.co/mp3-preview/6ec4c2b56f2928a0935a1b5fc10a51f0589f9145?cid=3502c8805da84b25aa0305556012150b,0.464,0.887,6,-4.65,1,0.0499,0.000429,0.333,0.126,0.23,132.759,audio_features,271240,4
Vitamin R (Leading Us Along),Chevelle,This Type Of Thinking (Could Do Us In),04NGX0b5Tgs7VsErfn5OA1,63,https://p.scdn.co/mp3-preview/021eba38bc2e96981393ad6b03070b287069b800?cid=3502c8805da84b25aa0305556012150b,0.481,0.88,4,-4.55,1,0.0717,0.00465,6.02e-05,0.204,0.289,95.023,audio_features,223173,3
Boulevard of Broken Dreams,Green Day,Greatest Hits: God's Favorite Band,5GorCbAP4aL0EJ16frG2hd,81,https://p.scdn.co/mp3-preview/258775e7324ab09be650b91d322d22948ed9df1a?cid=3502c8805da84b25aa0305556012150b,0.496,0.682,8,-4.095,1,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,audio_features,262333,4
Be Yourself,Audioslave,Out Of Exile,7sqp1w76zjW3K04htuRA8H,49,,0.433,0.842,11,-3.513,0,0.0544,0.134,0.0,0.16,0.341,116.558,audio_features,278973,4
Happy?,Mudvayne,Lost and Found,0INUE1K7cEiE8VH63Rv5RJ,73,https://p.scdn.co/mp3-preview/902dacc92715211e588270b1f4e62fd3681e218e?cid=3502c8805da84b25aa0305556012150b,0.546,0.97,5,-2.661,0,0.097,0.000823,2.08e-05,0.275,0.383,100.065,audio_features,216427,4
Holiday,Green Day,Greatest Hits: God's Favorite Band,4VgEM12OeaN3GyBV487Me7,74,https://p.scdn.co/mp3-preview/cb902a4e57d4e17ed3ff8f416b2b4a1e3a4a128b?cid=3502c8805da84b25aa0305556012150b,0.552,0.89,8,-3.409,1,0.0342,0.000143,0.0,0.888,0.716,146.525,audio_features,232680,4
Remedy,Seether,Karma and Effect,5ynxx6zC4dgzsMHLYQ04Dc,74,,0.55,0.952,8,-4.664,1,0.0924,0.000193,0.000666,0.0614,0.391,127.804,audio_features,207213,4
Best of You,Foo Fighters,In Your Honor,5FZxsHWIvUsmSK1IAvm2pp,79,https://p.scdn.co/mp3-preview/663c0b487fce5c988d695cba4c20916a56760bdb?cid=3502c8805da84b25aa0305556012150b,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,audio_features,255627,4
Right Here,Staind,Chapter V,36IkR2i4HaV3SRsSHzje6v,49,https://p.scdn.co/mp3-preview/5367b75de9b0ea0145e075739abde47a3d8a9f46?cid=3502c8805da84b25aa0305556012150b,0.487,0.627,10,-6.506,0,0.0304,0.00141,3e-05,0.109,0.219,112.269,audio_features,251013,4
Photograph,Nickelback,All the Right Reasons,3hb2ScEVkGchcAQqrPLP0R,70,https://p.scdn.co/mp3-preview/18759c470fdb1a0cc7fcbd2069f0045f27c73aa7?cid=3502c8805da84b25aa0305556012150b,0.515,0.876,8,-3.756,1,0.0292,0.000932,0.000166,0.136,0.385,145.916,audio_features,258920,4
Save Me,Shinedown,Us and Them (Deluxe Edition),23SlyxzUtQtExgEButcOtR,60,https://p.scdn.co/mp3-preview/4cbcd70bbe56e388b547893213b393171086fd2c?cid=3502c8805da84b25aa0305556012150b,0.524,0.816,11,-3.49,0,0.0308,0.00044,0.0,0.0777,0.252,116.026,audio_features,213933,4
Animals - 2020 Remaster,Nickelback,All The Right Reasons (15th Anniversary Expanded Edition),2TeEhtmhMQmUyQJhnJNvAs,74,https://p.scdn.co/mp3-preview/5b9f391e3967753e1c01dbb148f7c74ba00d5433?cid=3502c8805da84b25aa0305556012150b,0.593,0.957,7,-3.045,1,0.0499,0.000613,0.0287,0.219,0.802,154.019,audio_features,186587,4
Speak,Godsmack,"Good Times, Bad Times - Ten Years of Godsmack",6RfDLynqmspMOKA57mXyQI,47,,0.401,0.9,7,-6.474,1,0.0415,2.32e-06,0.000925,0.0369,0.521,97.99,audio_features,235933,4
Dani California,Red Hot Chili Peppers,Stadium Arcadium,10Nmj3JCNoMeBQ87uw5j8k,83,https://p.scdn.co/mp3-preview/0454b7cef05f7db734eb04bd4f3948009838f380?cid=3502c8805da84b25aa0305556012150b,0.556,0.913,0,-2.36,1,0.0437,0.0193,8.59e-06,0.346,0.73,96.184,audio_features,282160,4
Animal I Have Become,Three Days Grace,One-X,5eFxwmqKrHpSQDOEIFYlgY,72,https://p.scdn.co/mp3-preview/c973eb4df46a3fb0f780964d2be3861e3b84eeff?cid=3502c8805da84b25aa0305556012150b,0.553,0.853,8,-3.668,1,0.0339,0.000684,0.0,0.126,0.506,122.023,audio_features,231400,4
Through Glass,Stone Sour,Come What(ever) May [10th Anniversary Edition],5NeIONQWJ25uPylJBJiO4c,74,https://p.scdn.co/mp3-preview/4c5bb5bb898c30d9d69c92558cf4b2f612c30034?cid=3502c8805da84b25aa0305556012150b,0.545,0.753,3,-4.618,0,0.036,0.0417,0.0,0.389,0.434,105.754,audio_features,282947,4
Land of Confusion,Disturbed,Ten Thousand Fists,4ClGNWLK9vZMBtO0CpnyOE,67,https://p.scdn.co/mp3-preview/60c7ae0be0a3422986f3a334f8866f9fee2f9d4d?cid=3502c8805da84b25aa0305556012150b,0.553,0.991,8,-3.703,1,0.0925,4.44e-05,0.0729,0.179,0.324,114.919,audio_features,287067,4
The Pot,TOOL,"10,000 Days",1lATXTBJDHwawvT1UfxWu3,73,https://p.scdn.co/mp3-preview/a45b0ce705be1b532a8e468a2888b2e261298d5d?cid=3502c8805da84b25aa0305556012150b,0.469,0.79,7,-6.889,1,0.0391,0.000148,0.372,0.282,0.466,107.45,audio_features,381947,4
Pain,Three Days Grace,One-X,33daQo3S8j2NcJstEHXwhQ,61,https://p.scdn.co/mp3-preview/572eed4949ab415985bc39a12b9e9ade7b29d89c?cid=3502c8805da84b25aa0305556012150b,0.416,0.741,7,-4.001,1,0.0335,0.00804,0.0,0.273,0.286,160.515,audio_features,202973,4
Breath,Breaking Benjamin,Phobia (Clean Version),4JXfNOePhdgMOI7KZ1L25U,72,,0.347,0.868,5,-4.145,0,0.0467,0.00012,0.000273,0.0845,0.313,182.851,audio_features,218467,4
What I've Done,Linkin Park,Minutes to Midnight,18lR4BzEs7e3qzc0KVkTpU,84,https://p.scdn.co/mp3-preview/bb5a97b64d61c8920674717ca753752eee008b95?cid=3502c8805da84b25aa0305556012150b,0.623,0.93,5,-5.285,1,0.0324,0.0141,1.64e-06,0.138,0.287,120.119,audio_features,205613,4
I Don't Wanna Stop,Ozzy Osbourne,Black Rain (Expanded Edition),5axOkQnmQmwtjr4bv1Xt7i,69,https://p.scdn.co/mp3-preview/2345841f007ee718cdf04c4470c6a95f651a45fe?cid=3502c8805da84b25aa0305556012150b,0.578,0.937,5,-3.926,1,0.0724,0.000963,2.25e-06,0.4,0.769,137.937,audio_features,239827,4
Paralyzer,Finger Eleven,Them Vs. You Vs. Me (Deluxe Edition),28IEbk5a7twNTbUEvWslUb,79,,0.644,0.939,11,-3.486,0,0.0456,0.157,0.0,0.233,0.861,106.031,audio_features,208107,4
Never Too Late,Three Days Grace,One-X,5y7NRMui3GLbwj2zBaOqo1,64,https://p.scdn.co/mp3-preview/b9c71e2a81619e0062b101e05a999b8850b6901e?cid=3502c8805da84b25aa0305556012150b,0.433,0.778,2,-4.68,0,0.0371,0.00838,0.0,0.163,0.217,149.864,audio_features,209333,4
The Pretender,Foo Fighters,"Echoes, Silence, Patience & Grace",7x8dCjCr0x6x2lXKujYD34,82,https://p.scdn.co/mp3-preview/23a6ace3679431062d5e6f0bc60a514f3a26da4e?cid=3502c8805da84b25aa0305556012150b,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,audio_features,269373,4
Fake It,Seether,Finding Beauty In Negative Spaces (Bonus Track Version),4eAwB5pnKFTmsgc3zWoYO0,78,,0.611,0.95,8,-3.509,1,0.0518,0.00141,1.59e-06,0.0543,0.607,132.078,audio_features,193893,4
Psycho,Puddle Of Mudd,Famous,3e2KBwxibC1rq4bA5TNKW2,69,,0.573,0.897,1,-3.549,1,0.0553,0.00473,0.0,0.278,0.463,126.034,audio_features,210653,4
It's Not My Time,3 Doors Down,3 Doors Down,6FVjs1K8YpFY2xCHQRzPWq,46,,0.529,0.934,0,-4.808,1,0.0602,0.00153,5.16e-06,0.118,0.282,127.962,audio_features,241960,4
Inside the Fire,Disturbed,Indestructible (Deluxe Edition),5cxp9kjCFyJwzv3lzeX7ku,70,https://p.scdn.co/mp3-preview/06affc3cdac63624c3796868a0a42c3a0a3b52a1?cid=3502c8805da84b25aa0305556012150b,0.463,0.962,7,-6.43,1,0.0704,0.000233,0.109,0.0906,0.66,94.003,audio_features,231573,4
Devour,Shinedown,The Sound of Madness,65f3M1uGKcxbCpXP3KLUOm,54,https://p.scdn.co/mp3-preview/c298e3c25c5459e5a6ae8a47fb1122c17e13684a?cid=3502c8805da84b25aa0305556012150b,0.337,0.981,8,-3.54,1,0.141,6.68e-05,0.000717,0.0697,0.228,176.995,audio_features,229973,4
Bad Girlfriend,Theory of a Deadman,Scars & Souvenirs,5ynWvN3bQymHVThxutO4hG,56,https://p.scdn.co/mp3-preview/4733506b155e8cdbe02f2aba96229b345c1653d6?cid=3502c8805da84b25aa0305556012150b,0.504,0.957,0,-2.657,1,0.0529,0.00298,0.0,0.187,0.676,135.013,audio_features,205627,4
The Day That Never Comes,Metallica,Death Magnetic,13Uvqll8OQDjw3wDweIK9y,67,,0.334,0.982,4,-2.293,0,0.0619,9.11e-05,0.149,0.106,0.501,126.883,audio_features,476267,4
Rock N Roll Train,AC/DC,Black Ice,4feXJ5IC3avXsVW9WNFSag,73,https://p.scdn.co/mp3-preview/a3dfa2624f8493088e85fcb44fe040028d3c8daa?cid=3502c8805da84b25aa0305556012150b,0.547,0.931,2,-2.356,1,0.0615,0.000998,0.0118,0.278,0.697,118.4,audio_features,261507,4
I Don't Care,Apocalyptica,Worlds Collide,1WxF4gMsFXnKCyh48CW2RI,68,https://p.scdn.co/mp3-preview/1e1c69681fe313276d41716deaa92eb7d4ef1ff4?cid=3502c8805da84b25aa0305556012150b,0.274,0.792,2,-4.388,0,0.0413,0.00833,0.0,0.131,0.092,179.067,audio_features,237347,4
Second Chance,Shinedown,The Sound of Madness,0CwYG1UnRmOx8Q1EzElCIL,73,https://p.scdn.co/mp3-preview/6ff0345f3f2809bddbceae315e2260fc2d778a26?cid=3502c8805da84b25aa0305556012150b,0.46,0.796,0,-4.501,0,0.0333,0.00107,0.0,0.106,0.182,100.011,audio_features,222067,4
Something in Your Mouth,Nickelback,Dark Horse,6wO0vMRAJB0r1lEWBJZNOq,70,https://p.scdn.co/mp3-preview/9b137e728adec4bc735eaac4fe8636154a728f70?cid=3502c8805da84b25aa0305556012150b,0.663,0.977,0,-3.024,1,0.0575,0.00137,1.77e-05,0.173,0.746,129.975,audio_features,219253,4
Cyanide,Metallica,Death Magnetic,2PSXyiERCaNmRyFA06UMjq,50,,0.313,0.985,11,-2.603,0,0.0731,0.000108,0.000747,0.313,0.498,129.778,audio_features,399547,4
Lifeline,Papa Roach,Metamorphosis,69dO2HECe2I2563iMIvEV2,38,,0.454,0.909,2,-5.23,1,0.0555,0.000183,0.00026,0.371,0.3,106.044,audio_features,257547,4
Know Your Enemy,Green Day,21st Century Breakdown,5qtwzv99vOr5UTwnTixn7j,68,https://p.scdn.co/mp3-preview/fdbd09a4a00b22127850ea9dd130b38a744443ac?cid=3502c8805da84b25aa0305556012150b,0.56,0.958,11,-3.245,1,0.0412,0.0016,4.96e-05,0.0643,0.961,129.984,audio_features,190987,4
Sound of Madness,Shinedown,The Sound of Madness,0W9Xvd4Qx1aZPxEi94vgRY,74,https://p.scdn.co/mp3-preview/2f65a8451f210423ae6c8be1c8b297c1bf7bdc23?cid=3502c8805da84b25aa0305556012150b,0.328,0.939,2,-1.654,0,0.0423,4.93e-05,0.0065,0.337,0.329,185.971,audio_features,233987,4
New Divide,Linkin Park,Transformers: Revenge Of The Fallen The Album,6Wx88Mv6b9ofjKMKkdwOJd,72,https://p.scdn.co/mp3-preview/07b65f873e13a81671ff8f8e7a2fb092f7941426?cid=3502c8805da84b25aa0305556012150b,0.493,0.808,5,-3.365,0,0.0362,0.000235,0.0,0.0983,0.38,117.971,audio_features,268613,4
Champagne,Cavo,Bright Nights * Dark Days,3C5cvFzAklAzMffGjirEVw,53,https://p.scdn.co/mp3-preview/5098d49886a4c16dde6b9eefaf38074c4467b89f?cid=3502c8805da84b25aa0305556012150b,0.366,0.949,5,-3.676,0,0.185,0.000998,1.34e-05,0.0818,0.321,184.91,audio_features,187293,4
Whiskey Hangover,Godsmack,The Oracle (Deluxe Edition),5tm6PaYvkJdlWkVC5b1Am5,51,,0.558,0.955,7,-4.577,1,0.0517,0.000565,0.0,0.0975,0.478,130.805,audio_features,227307,4
Check My Brain,Alice In Chains,Black Gives Way to Blue,0Fl8ciGpmcUezzgaSKvysd,65,https://p.scdn.co/mp3-preview/4cfb3a1426a971b6adbd62e2358b173a6aa5e340?cid=3502c8805da84b25aa0305556012150b,0.441,0.845,10,-3.315,1,0.0462,3.28e-06,0.0533,0.723,0.304,113.989,audio_features,237907,4
I Will Not Bow,Breaking Benjamin,Dear Agony,2yXyz4NLTZx9CLdXfLTp5E,74,,0.533,0.955,8,-3.708,1,0.0653,0.000165,1.36e-05,0.38,0.55,107.984,audio_features,216733,4
Break,Three Days Grace,Life Starts Now,4urxRqBRiaH0i20OKBsgxc,71,https://p.scdn.co/mp3-preview/aa4e7f7d1823d6102b4e4db0bbd9ae2503334ce1?cid=3502c8805da84b25aa0305556012150b,0.578,0.897,0,-3.906,1,0.0357,0.000666,0.0,0.0924,0.737,115.491,audio_features,193107,4
Your Decision,Alice In Chains,Black Gives Way to Blue,1VzuMNFf0PqK745NFX20CJ,56,https://p.scdn.co/mp3-preview/f62e78bbafe8abda5e027c33a8f87b58a7214639?cid=3502c8805da84b25aa0305556012150b,0.469,0.631,3,-5.872,0,0.0262,4.42e-05,0.000375,0.09,0.192,99.96,audio_features,283173,4
Cryin' Like A Bitch!!,Godsmack,The Oracle (Deluxe Edition),4a9i7rCLfPjbS1sNamZeQN,69,,0.543,0.808,10,-5.484,1,0.0407,7.19e-05,0.00336,0.114,0.472,95.19,audio_features,201667,4
The Good Life,Three Days Grace,Life Starts Now,55KYlnsC6nYnr3IykbmJwE,68,https://p.scdn.co/mp3-preview/93066a481ce987020564f70e57e0d9aabc8e7e54?cid=3502c8805da84b25aa0305556012150b,0.548,0.911,10,-3.701,1,0.0397,0.000345,0.0,0.23,0.654,128.036,audio_features,173173,4
Let Me Hear You Scream,Ozzy Osbourne,Scream (Expanded Edition),36WNQJFVjYhDRZ6vJhYXEh,59,https://p.scdn.co/mp3-preview/0ae41e3a38978fd9a08b314105a7be7a9b6c44e3?cid=3502c8805da84b25aa0305556012150b,0.492,0.979,0,-2.315,1,0.0888,0.000367,0.0,0.953,0.315,130.005,audio_features,205800,4
The Crow & the Butterfly,Shinedown,The Sound of Madness,1LkMC92Zc21awBWSHWZeGp,56,https://p.scdn.co/mp3-preview/f53854348b0ea5ee0d3d2a6be47fc8bf505acc9f?cid=3502c8805da84b25aa0305556012150b,0.319,0.781,5,-3.496,1,0.0329,0.0013,0.0,0.0944,0.238,149.002,audio_features,253600,3
Another Way to Die,Disturbed,Asylum (Deluxe Edition),3EZAnO8lnPCBCcJcwAZbEB,57,https://p.scdn.co/mp3-preview/8557539c69227317a465cae1791b2ac0554eabf4?cid=3502c8805da84b25aa0305556012150b,0.621,0.967,6,-2.35,1,0.0692,8.46e-05,0.00612,0.12,0.315,112.017,audio_features,253387,4
Say You'll Haunt Me,Stone Sour,Audio Secrecy,7oL13WHjhUFhVq9POP7qfC,60,https://p.scdn.co/mp3-preview/1681cd39dbf3f906fda05762123c61aaee43eae1?cid=3502c8805da84b25aa0305556012150b,0.559,0.868,11,-4.738,0,0.0475,1.2e-05,0.00394,0.0418,0.684,140.021,audio_features,264373,4
Porn Star Dancing,My Darkest Days,My Darkest Days,3Q8zopc4ABXhysDb1sgLVW,69,,0.477,0.917,2,-3.399,1,0.0814,0.0139,0.0,0.0756,0.267,160.021,audio_features,199013,4
World so Cold,Three Days Grace,Life Starts Now,0LPx8WfsRrXCF92YtINFtN,63,https://p.scdn.co/mp3-preview/fe06bd3cd368449e078493ae17cbe38be1a6f3ec?cid=3502c8805da84b25aa0305556012150b,0.481,0.82,8,-3.508,1,0.031,0.00858,0.0,0.0756,0.345,139.936,audio_features,243000,4
The Sex Is Good,Saving Abel,Miss America,1AgQqthiTBuJBzkv0o5cFT,58,,0.757,0.634,5,-7.993,0,0.0299,0.102,0.0,0.103,0.76,119.985,audio_features,211453,4
Isolation,Alter Bridge,AB III,5G2c0FDSToVnmhrk9EJuv2,48,https://p.scdn.co/mp3-preview/4a81ade3fc467ae4a92ca020d11237e77802ce95?cid=3502c8805da84b25aa0305556012150b,0.429,0.963,8,-3.342,1,0.0733,7.22e-06,2.19e-06,0.184,0.349,96.97,audio_features,253720,4
Diamond Eyes (Boom-Lay Boom-Lay Boom),Shinedown,The Sound of Madness,1PLMK1ui86iHHG3FM1N7ue,65,https://p.scdn.co/mp3-preview/15e66b46d79d844a454c5036f6c22f7a4ff76385?cid=3502c8805da84b25aa0305556012150b,0.516,0.884,2,-3.706,0,0.0448,0.000254,0.000347,0.0478,0.448,107.96,audio_features,336113,4
Rope,Foo Fighters,Wasting Light,7v0mtl6oInUtHOmTk2b0gC,61,https://p.scdn.co/mp3-preview/eb1ee28bda42220673e0b84765e15dcf82637f00?cid=3502c8805da84b25aa0305556012150b,0.507,0.728,11,-4.874,0,0.0382,2.52e-05,7.41e-05,0.0725,0.535,138.19,audio_features,259027,4
Country Song,Seether,Holding Onto Strings Better Left To Fray,2abHKI9Oox4NBEhOh3HMbq,66,,0.63,0.86,0,-6.117,1,0.0327,0.00115,1.19e-06,0.231,0.911,95.978,audio_features,229720,4
Lies Of The Beautiful People,Sixx:A.M.,This Is Gonna Hurt,2Vs5oZG2ka6zDmT4eXl6b9,49,https://p.scdn.co/mp3-preview/3cc831d3adc7974f7b49c955bcfb0eef171e55bf?cid=3502c8805da84b25aa0305556012150b,0.413,0.992,0,-2.995,1,0.0809,0.00279,0.00019,0.16,0.246,93.973,audio_features,238360,4
So Far Away,Avenged Sevenfold,Nightmare,7Hr1Ignop7cymbE3FbOtXa,69,https://p.scdn.co/mp3-preview/b0831fc004d8c3c2586d98f0d2445fbf39444f9a?cid=3502c8805da84b25aa0305556012150b,0.286,0.703,4,-4.491,0,0.0348,0.00847,7.39e-05,0.142,0.259,151.297,audio_features,326813,4
Lowlife,Theory of a Deadman,The Truth Is... (Special Edition),2mYMAJGoauv6LYCpzIOGBi,55,https://p.scdn.co/mp3-preview/ea0de29eb65033ffda933dc99747121f03823830?cid=3502c8805da84b25aa0305556012150b,0.551,0.904,1,-3.107,1,0.0452,0.00102,5.63e-05,0.138,0.756,128.976,audio_features,205627,4
Walk,Foo Fighters,Wasting Light,76Je5Wklky23mVoxiRszcN,72,https://p.scdn.co/mp3-preview/6ec14f5fa6505d107e5ce786a5a77105d309b8af?cid=3502c8805da84b25aa0305556012150b,0.234,0.865,9,-5.131,1,0.0516,3.62e-05,0.000532,0.289,0.194,137.107,audio_features,255960,4
Not Again,Staind,Staind,6PsH6q8WgzoL9m6R7WNgtO,34,https://p.scdn.co/mp3-preview/ce27550e4cca855c50da33c5767eb1c3fb22139a?cid=3502c8805da84b25aa0305556012150b,0.552,0.853,1,-3.841,1,0.0418,0.000125,0.00193,0.0611,0.378,129.988,audio_features,274560,4
Tonight,Seether,Holding Onto Strings Better Left To Fray,290yPLUQhUqZd1OlmPWGRI,56,,0.59,0.929,9,-4.356,1,0.035,1.61e-05,0.0662,0.113,0.517,125.012,audio_features,224068,4
Face to the Floor,Chevelle,Hats Off to the Bull,6sREV6MpLHTqcOmBK5mvYF,66,https://p.scdn.co/mp3-preview/e029cba42d907459d928c4cd939ad886544b28b3?cid=3502c8805da84b25aa0305556012150b,0.515,0.857,5,-4.582,1,0.0511,1.25e-05,0.0954,0.486,0.669,92.028,audio_features,218560,4
Bully,Shinedown,Amaryllis,0Ldlex2J63L6Dop9Pk2Rz9,61,https://p.scdn.co/mp3-preview/18bf818faeafb7bb5e334852bf1c5fc88b1425bd?cid=3502c8805da84b25aa0305556012150b,0.519,0.969,6,-2.34,0,0.0662,9.03e-05,0.0,0.111,0.48,77.011,audio_features,242747,4
Live to Rise,Soundgarden,Echo Of Miles: Scattered Tracks Across The Path,0zjTLZdBM5jHXsqP3uJ8sq,49,,0.482,0.684,4,-7.115,0,0.0326,0.00134,0.00378,0.786,0.267,84.022,audio_features,280267,4
BURN IT DOWN,Linkin Park,LIVING THINGS,7oVEtyuv9NBmnytsCIsY5I,78,https://p.scdn.co/mp3-preview/db2e04088575f248a4f0baf09b9165f18dd31ebb?cid=3502c8805da84b25aa0305556012150b,0.585,0.972,9,-4.45,0,0.0534,0.0143,0.0,0.0707,0.585,110.006,audio_features,230253,4
You're a Lie,Slash,Apocalyptic Love,3WsBoPPMmb55aFh52F6FSK,41,https://p.scdn.co/mp3-preview/e335df2d66722152d7905ff7086a812ccfe725f9?cid=3502c8805da84b25aa0305556012150b,0.482,0.975,10,-4.275,1,0.0461,0.000364,4.69e-05,0.0858,0.43,131.564,audio_features,228907,4
Still Counting,Volbeat,Guitar Gangsters & Cadillac Blood,7nsO4eXkY7DvrWbjYUDLJS,75,https://p.scdn.co/mp3-preview/f156adef45c95e1645ff207d617479b0adfd4370?cid=3502c8805da84b25aa0305556012150b,0.309,0.919,2,-3.131,1,0.0609,0.00039,0.000225,0.424,0.322,103.89,audio_features,261813,4
Unity,Shinedown,Amaryllis,2Bu4dB6VHWtSUn4cyLAjNU,50,https://p.scdn.co/mp3-preview/a13e4779951bcdb20c050f18e7f77f596161b0ed?cid=3502c8805da84b25aa0305556012150b,0.489,0.963,0,-2.932,1,0.0531,0.000363,7.43e-05,0.0722,0.303,120.015,audio_features,252800,4
